From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q8DQE9	Q8DQE9	unreviewed	Q8DQE9_STRR6	3'-5' exonuclease DinG (EC 3.1.-.-)	dinG spr0711	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	816	cytosol [GO:0005829]; 3'-5' exonuclease activity [GO:0008408]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; helicase activity [GO:0004386]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; DNA replication proofreading [GO:0045004]
Q8DQI6	Q8DQI6	reviewed	Y652_STRR6	DegV domain-containing protein spr0652	spr0652	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	281	lipid binding [GO:0008289]
Q8DQR8	Q8DQR8	unreviewed	Q8DQR8_STRR6	ABC transporter membrane-spanning permease-glutamine transport	glnP spr0532	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	219	ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]
Q8DQW6	Q8DQW6	unreviewed	Q8DQW6_STRR6	ABC transporter permease	ABC-MSP spr0460	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	349	membrane [GO:0016020]
Q8DPN7	Q8DPN7	unreviewed	Q8DPN7_STRR6	Degenerate transposase (Orf2)	spr1078	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	132	DNA binding [GO:0003677]; transposase activity [GO:0004803]; DNA transposition [GO:0006313]
Q8CYJ2	Q8CYJ2	unreviewed	Q8CYJ2_STRR6	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	spr1388	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	170	
Q8DNF1	Q8DNF1	reviewed	RPOC_STRR6	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC spr1776	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	1225	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
Q8DPR6	Q8DPR6	reviewed	ADDA_STRR6	ATP-dependent helicase/nuclease subunit A (EC 3.1.-.-) (EC 5.6.2.4) (ATP-dependent helicase/nuclease AddA) (DNA 3'-5' helicase AddA)	addA rexA spr1040	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	1216	cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; 3'-5' DNA helicase activity [GO:0043138]; 3'-5' exonuclease activity [GO:0008408]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA binding [GO:0003690]; isomerase activity [GO:0016853]; double-strand break repair via homologous recombination [GO:0000724]; recombinational repair [GO:0000725]
Q8CYS0	Q8CYS0	unreviewed	Q8CYS0_STRR6	Cytosolic protein	spr1000	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	115	
Q8DQH0	Q8DQH0	reviewed	METK_STRR6	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK spr0671	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	396	cytosol [GO:0005829]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]
Q8DRG9	Q8DRG9	unreviewed	Q8DRG9_STRR6	Degenerative transposase	spr0134	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	88	
Q8DN60	Q8DN60	unreviewed	Q8DN60_STRR6	Transposase, IS1380-Spn1 related, truncation	spr1900	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	138	
Q8DRB2	Q8DRB2	unreviewed	Q8DRB2_STRR6	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	cdsA spr0241	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	267	plasma membrane [GO:0005886]; phosphatidate cytidylyltransferase activity [GO:0004605]; CDP-diacylglycerol biosynthetic process [GO:0016024]
Q8DPX9	Q8DPX9	unreviewed	Q8DPX9_STRR6	Neopullulanase (EC 3.2.1.135)	nplT spr0948	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	587	neopullulanase activity [GO:0031216]; carbohydrate metabolic process [GO:0005975]
Q8DP64	Q8DP64	unreviewed	Q8DP64_STRR6	NADP-dependent oxidoreductase domain-containing protein	spr1332	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	280	cytosol [GO:0005829]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]
Q8DNF0	Q8DNF0	reviewed	RPOB_STRR6	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB spr1777	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	1203	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; DNA-templated transcription [GO:0006351]
Q8DNI1	Q8DNI1	unreviewed	Q8DNI1_STRR6	ABC transporter substrate-binding protein-oligopeptide transport	amiA spr1707	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	659	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]; protein transport [GO:0015031]
Q8DP54	Q8DP54	unreviewed	Q8DP54_STRR6	Degenerate transposase	spr1349	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	99	nucleic acid binding [GO:0003676]
P63414	P63414	reviewed	ACKA_STRR6	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA spr1854	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	396	cytoplasm [GO:0005737]; acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; acetate metabolic process [GO:0006083]; acetyl-CoA biosynthetic process [GO:0006085]; phosphorylation [GO:0016310]
Q8CYD2	Q8CYD2	unreviewed	Q8CYD2_STRR6	DUF1868 domain-containing protein	spr1646	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	219	
P59655	P59655	reviewed	DHPS_STRR6	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	sulA spr0266	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	314	cytosol [GO:0005829]; dihydropteroate synthase activity [GO:0004156]; metal ion binding [GO:0046872]; folic acid biosynthetic process [GO:0046656]; response to antibiotic [GO:0046677]; tetrahydrofolate biosynthetic process [GO:0046654]
Q8CZ25	Q8CZ25	unreviewed	Q8CZ25_STRR6	HIT domain-containing protein	spr0553	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	167	catalytic activity [GO:0003824]
Q8CZE9	Q8CZE9	unreviewed	Q8CZE9_STRR6	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	accC spr0385	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	455	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]
P67283	P67283	reviewed	RNY_STRR6	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	rny spr1584	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	534	plasma membrane [GO:0005886]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; mRNA catabolic process [GO:0006402]
P0A3Y8	P0A3Y8	reviewed	PHOU_STRR6	Phosphate-specific transport system accessory protein PhoU homolog (Pst system accessory protein PhoU homolog)	phoU spr1899	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	216	cytoplasm [GO:0005737]; protein homodimerization activity [GO:0042803]; intracellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]; negative regulation of phosphate transmembrane transport [GO:2000186]; phosphate ion transport [GO:0006817]
Q8DRQ1	Q8DRQ1	unreviewed	Q8DRQ1_STRR6	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd spr0006	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	1169	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA translocase activity [GO:0015616]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA polymerase core enzyme binding [GO:0043175]; regulation of DNA-templated transcription [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]
Q8CYZ4	Q8CYZ4	unreviewed	Q8CYZ4_STRR6	Uncharacterized protein	spr0681	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	76	
Q8DNJ0	Q8DNJ0	unreviewed	Q8DNJ0_STRR6	Pseudouridine synthase (EC 5.4.99.-)	rluB spr1689	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	240	RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]
Q8CYN9	Q8CYN9	unreviewed	Q8CYN9_STRR6	Uncharacterized protein	spr1200	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	59	membrane [GO:0016020]
Q8CYT9	Q8CYT9	unreviewed	Q8CYT9_STRR6	Site-specific DNA recombinase	spr0941	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	53	
Q8CZ59	Q8CZ59	unreviewed	Q8CZ59_STRR6	DUF2207 domain-containing protein	spr0410	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	630	membrane [GO:0016020]
Q8CZ83	Q8CZ83	unreviewed	Q8CZ83_STRR6	HTH araC/xylS-type domain-containing protein	spr0225	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	65	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]
Q8CZ01	Q8CZ01	unreviewed	Q8CZ01_STRR6	VOC domain-containing protein	spr0643	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	115	
Q8DNQ7	Q8DNQ7	unreviewed	Q8DNQ7_STRR6	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) (EC 3.6.1.41)	spr1591	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	197	
Q8CYA2	Q8CYA2	unreviewed	Q8CYA2_STRR6	Lipoprotein	spr1762	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	206	membrane [GO:0016020]
Q8DPN5	Q8DPN5	reviewed	LEPA_STRR6	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA spr1082	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	607	plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; positive regulation of translation [GO:0045727]
Q8CZ43	Q8CZ43	unreviewed	Q8CZ43_STRR6	Uncharacterized protein	spr0484	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	60	
Q8DQL4	Q8DQL4	unreviewed	Q8DQL4_STRR6	ABC transporter domain-containing protein	ABC-NBD spr0619	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	215	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]
Q8DPF1	Q8DPF1	unreviewed	Q8DPF1_STRR6	N-acetylneuraminate epimerase	spr1195	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	307	
Q8DQ78	Q8DQ78	reviewed	SPRTL_STRR6	Protein SprT-like	spr0809	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	149	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]
Q8DNV0	Q8DNV0	unreviewed	Q8DNV0_STRR6	ABC transporter membrane-spanning permease-sugar transport	ABC-MSP spr1525	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	279	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q8DR87	Q8DR87	unreviewed	Q8DR87_STRR6	Phosphotransferase system sugar-specific EII component (EC 2.7.1.69)	PTS-EII spr0278	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	113	D-glucosamine PTS permease activity [GO:0103111]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310]
Q8DNE3	Q8DNE3	unreviewed	Q8DNE3_STRR6	Possible rRNA/tRNA methylase	yjfA spr1788	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	252	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]
Q8DQE0	Q8DQE0	unreviewed	Q8DQE0_STRR6	Transposase	spr0722	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	115	
Q8DNJ6	Q8DNJ6	unreviewed	Q8DNJ6_STRR6	UDP-glucose 4-epimerase (EC 5.1.3.2)	spr1683	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	233	UDP-glucose 4-epimerase activity [GO:0003978]; galactose metabolic process [GO:0006012]
Q8CYX0	Q8CYX0	unreviewed	Q8CYX0_STRR6	Uncharacterized protein	spr0800	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	54	
Q8DPH6	Q8DPH6	unreviewed	Q8DPH6_STRR6	ABC transporter domain-containing protein	ABC-NBD spr1161	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	508	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
Q8DN36	Q8DN36	unreviewed	Q8DN36_STRR6	Tranposase (Orf2)	IS1381 spr1947	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	129	metal ion binding [GO:0046872]
Q8DNB7	Q8DNB7	unreviewed	Q8DNB7_STRR6	Preprotein translocase secE component	secE spr1821	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	58	membrane [GO:0016020]; protein transmembrane transporter activity [GO:0008320]; protein secretion [GO:0009306]; protein targeting [GO:0006605]
Q8DPG5	Q8DPG5	unreviewed	Q8DPG5_STRR6	Strong similarity to chorismate mutase prephenate dehydratase	spr1174	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	88	chorismate mutase activity [GO:0004106]; chorismate metabolic process [GO:0046417]; salicylic acid biosynthetic process [GO:0009697]
Q8DQP3	Q8DQP3	unreviewed	Q8DQP3_STRR6	Methyltransferase domain-containing protein	spr0571	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	187	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
Q8DQ86	Q8DQ86	unreviewed	Q8DQ86_STRR6	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE spr0795	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	1042	cytoplasm [GO:0005737]; 3'-5' exonuclease activity [GO:0008408]; DNA-directed DNA polymerase activity [GO:0003887]; nucleic acid binding [GO:0003676]; DNA replication [GO:0006260]
Q8CYG2	Q8CYG2	unreviewed	Q8CYG2_STRR6	Uncharacterized protein	spr1504	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	66	
Q8CZD3	Q8CZD3	unreviewed	Q8CZD3_STRR6	DUF951 family protein	spr0003	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	64	
P65521	P65521	reviewed	NANE2_STRR6	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2 (EC 5.1.3.9) (ManNAc-6-P epimerase 2)	nanE2 spr1529	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	232	cytosol [GO:0005829]; N-acylglucosamine-6-phosphate 2-epimerase activity [GO:0047465]; N-acylmannosamine-6-phosphate 2-epimerase activity [GO:0009385]; carbohydrate metabolic process [GO:0005975]; N-acetylmannosamine catabolic process [GO:0006053]; N-acetylneuraminate catabolic process [GO:0019262]
Q8DNI5	Q8DNI5	unreviewed	Q8DNI5_STRR6	Trehalose operon transcriptional repressor	treR spr1700	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	236	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription [GO:0006351]; negative regulation of DNA-templated transcription [GO:0045892]
Q8DNX0	Q8DNX0	unreviewed	Q8DNX0_STRR6	Metallo-beta-lactamase domain-containing protein	spr1490	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	226	metal ion binding [GO:0046872]
Q8CY94	Q8CY94	unreviewed	Q8CY94_STRR6	50S ribosomal protein L34	spr1800	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	104	
Q8CYJ8	Q8CYJ8	reviewed	MLTG_STRR6	Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase)	mltG spr1370	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	551	plasma membrane [GO:0005886]; lytic endotransglycosylase activity [GO:0008932]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]
Q8DR02	Q8DR02	unreviewed	Q8DR02_STRR6	L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	ilvA spr0406	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	416	L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]; isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]
Q8DPZ6	Q8DPZ6	reviewed	KITH_STRR6	Thymidine kinase (EC 2.7.1.21)	tdk spr0922	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	199	cytosol [GO:0005829]; ATP binding [GO:0005524]; thymidine kinase activity [GO:0004797]; zinc ion binding [GO:0008270]; DNA biosynthetic process [GO:0071897]; phosphorylation [GO:0016310]; thymidine metabolic process [GO:0046104]
Q8CYC1	Q8CYC1	unreviewed	Q8CYC1_STRR6	O-Antigen Polymerase family	spr1708	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	397	membrane [GO:0016020]
Q8DNW1	Q8DNW1	reviewed	SEPF_STRR6	Cell division protein SepF	sepF spr1508	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	179	cytoplasm [GO:0005737]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]
Q8CYF0	Q8CYF0	unreviewed	Q8CYF0_STRR6	ABC transporter ATP-binding protein	spr1560	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	282	membrane [GO:0016020]
Q8DQN0	Q8DQN0	unreviewed	Q8DQN0_STRR6	Dehydrogenase	spr0592	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	251	oxidoreductase activity [GO:0016491]
P64043	P64043	reviewed	EFP_STRR6	Elongation factor P (EF-P)	efp spr0392	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	186	cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]
Q8DPS1	Q8DPS1	unreviewed	Q8DPS1_STRR6	Glycerate kinase	glxK spr1034	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	375	glycerate kinase activity [GO:0008887]; organic acid phosphorylation [GO:0031388]
Q7CRB0	Q7CRB0	unreviewed	Q7CRB0_STRR6	Dihydrofolate reductase (EC 1.5.1.3)	dfr spr1429	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	168	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process [GO:0006545]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]
Q8DNX6	Q8DNX6	unreviewed	Q8DNX6_STRR6	Response regulator	rr01 spr1474	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	225	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
Q8DND6	Q8DND6	unreviewed	Q8DND6_STRR6	Thiamin pyrophosphokinase thiamin-binding domain-containing protein	spr1796	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	227	ATP binding [GO:0005524]; kinase activity [GO:0016301]; thiamine binding [GO:0030975]; thiamine diphosphokinase activity [GO:0004788]; phosphorylation [GO:0016310]; thiamine diphosphate biosynthetic process [GO:0009229]; thiamine metabolic process [GO:0006772]
Q8CYI7	Q8CYI7	unreviewed	Q8CYI7_STRR6	DUF3953 domain-containing protein	spr1406	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	59	membrane [GO:0016020]
Q8DRI1	Q8DRI1	unreviewed	Q8DRI1_STRR6	Membrane fusion protein biotin-lipoyl like domain-containing protein	spr0108	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	450	membrane [GO:0016020]
Q8DQU9	Q8DQU9	unreviewed	Q8DQU9_STRR6	Hemerythrin HHE cation binding domain subfamily	spr0486	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	444	
Q8DN45	Q8DN45	unreviewed	Q8DN45_STRR6	Major facilitator superfamily permease	spr1932	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	415	plasma membrane [GO:0005886]
Q8DPL8	Q8DPL8	reviewed	WALK_STRR6	Sensor histidine protein kinase/phosphatase WalK (EC 2.7.13.3) (EC 3.9.1.-)	walK hk02 vicK yycG spr1106	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	449	membrane [GO:0016020]; hydrolase activity [GO:0016787]; phosphorelay response regulator activity [GO:0000156]; phosphorelay sensor kinase activity [GO:0000155]; protein kinase activator activity [GO:0030295]; osmosensory signaling via phosphorelay pathway [GO:0007234]; regulation of DNA-templated transcription [GO:0006355]
Q8DPM8	Q8DPM8	unreviewed	Q8DPM8_STRR6	SIR2-like domain-containing protein	spr1093	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	1061	
Q8CYE9	Q8CYE9	unreviewed	Q8CYE9_STRR6	TVP38/TMEM64 family membrane protein	spr1564	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	205	plasma membrane [GO:0005886]
Q8DR45	Q8DR45	unreviewed	Q8DR45_STRR6	Response regulator	rr03 spr0344	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	210	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
Q8DQ98	Q8DQ98	unreviewed	Q8DQ98_STRR6	AI-2E family transporter	spr0777	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	369	membrane [GO:0016020]; transmembrane transport [GO:0055085]
Q8DQZ5	Q8DQZ5	unreviewed	Q8DQZ5_STRR6	Uncharacterized protein	spr0417	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	94	
Q8DQ45	Q8DQ45	unreviewed	Q8DQ45_STRR6	Alanine dehydrogenase, truncation (EC 1.4.1.1)	spr0852	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	91	alanine dehydrogenase activity [GO:0000286]
